,DOI,mat,app,prod
1990,10.1002/suco.201900134,coal fly ash,reinforced fibre,concrete
1991,10.1016/j.cemconcomp.2013.07.001,nylon fibre,supplementary cementitious material,concrete
1992,10.1016/j.cemconcomp.2013.07.001,blast furnace slag,supplementary cementitious material,concrete
1993,10.1016/j.cemconcomp.2015.12.001,gypsum,supplementary cementitious material,concrete
1994,10.1016/j.cemconcomp.2016.07.004,unknown,unknown,concrete
1995,10.1016/j.cemconres.2004.10.021,Class F fly ash,supplementary cementitious material,concrete
1996,10.1016/j.cemconcomp.2009.07.006,zeolite,geopolymer,concrete
1997,10.1016/j.cemconcomp.2016.08.008,blast furnace slag,supplementary cementitious material,concrete
1998,10.1016/j.conbuildmat.2014.12.068,limestone powder,supplementary cementitious material,concrete
1999,10.1016/j.conbuildmat.2013.04.012,fine recycled concrete aggregate,supplementary cementitious material,concrete
2000,10.1007/bf00553265,limestone powder,supplementary cementitious material,concrete
2001,10.1007/bf02481693,blast furnace slag,supplementary cementitious material,concrete
2002,10.1016/j.matdes.2016.11.096,steel slag,supplementary cementitious material,concrete
2003,10.1016/j.radphyschem.2012.09.024,unknown,unknown,concrete
2004,10.1016/j.cemconres.2006.09.013,coal fly ash,supplementary cementitious material,concrete
2005,10.1016/j.conbuildmat.2016.08.125,coal bottom ash,fine aggregate,concrete
2006,10.1016/j.conbuildmat.2006.04.011,unknown,unknown,concrete
2007,10.1016/j.conbuildmat.2012.09.034,coal fly ash,supplementary cementitious material,concrete
2008,10.1016/j.engstruct.2012.04.040,unknown,unknown,concrete
2009,10.1002/fam.2664,limestone powder,fine aggregate,concrete
2010,10.1016/j.tust.2017.05.023,unknown,unknown,concrete
2011,10.1016/0008-8846(87)90078-0,silica fume,supplementary cementitious material,concrete
2012,10.1016/j.advengsoft.2008.05.002,silica fume,supplementary cementitious material,concrete
2013,10.1016/j.conbuildmat.2013.07.069,coal fly ash,supplementary cementitious material,concrete
2014,10.1016/j.conbuildmat.2013.08.023,silica fume,supplementary cementitious material,concrete
2015,10.1016/j.conbuildmat.2013.08.023,coal fly ash,supplementary cementitious material,concrete
2016,10.1016/j.conbuildmat.2015.07.014,Class F fly ash,geopolymer,concrete
2017,10.1016/j.conbuildmat.2016.02.139,limestone,fine aggregate,concrete
2018,10.1016/j.conbuildmat.2016.07.070,blast furnace slag,supplementary cementitious material,concrete
2019,10.1016/j.conbuildmat.2012.11.003,fine recycled concrete aggregate,supplementary cementitious material,concrete
2020,10.1016/j.conbuildmat.2015.12.111,fluid catalytic cracking catalyst residue,supplementary cementitious material,concrete
2021,10.1016/j.conbuildmat.2015.12.111,fly ash,supplementary cementitious material,concrete
2022,10.1016/j.radphyschem.2015.08.003,silica fume,supplementary cementitious material,cement
2023,10.1007/s11709-015-0322-x,coal fly ash,supplementary cementitious material,concrete
2024,10.1016/j.conbuildmat.2015.02.088,coal fly ash,supplementary cementitious material,concrete
2025,10.1016/j.conbuildmat.2015.03.006,coal fly ash,supplementary cementitious material,concrete
2026,10.1016/j.conbuildmat.2016.11.070,microsilica,supplementary cementitious material,concrete
2027,10.1016/j.conbuildmat.2009.10.034,unknown,unknown,concrete
2028,10.1007/s13369-013-0703-1,coal bottom ash,fine aggregate,cement mortar
2029,10.1016/j.jclepro.2017.01.147,MSWI bottom ash,geopolymer,concrete
2030,10.1617/s11527-008-9438-y,coal fly ash,supplementary cementitious material,concrete
2031,10.1617/s11527-009-9549-0,limestone powder,supplementary cementitious material,concrete
2032,10.1617/s11527-014-0427-z,blast furnace slag,fine aggregate,concrete
2033,10.1617/s11527-015-0620-8,limestone powder,geopolymer,concrete
2034,10.1016/0008-8846(85)90129-2,blast furnace slag,unknown,concrete
2035,10.1016/0958-9465(93)90025-5,coal fly ash,supplementary cementitious material,concrete
2036,10.1016/0008-8846(86)90070-0,blast furnace slag,supplementary cementitious material,concrete
2037,10.1016/j.cemconcomp.2016.05.028,coal fly ash,supplementary cementitious material,concrete
2038,10.1016/j.cemconres.2004.04.005,silica fume,coarse aggregate,concrete
2039,10.1016/j.conbuildmat.2012.02.075,Class F fly ash,supplementary cementitious material,concrete
2040,10.1016/j.conbuildmat.2015.12.095,coal fly ash,geopolymer,geopolymer paste
2041,10.1016/j.conbuildmat.2016.09.062,coal fly ash,supplementary cementitious material,concrete
2042,10.1016/j.conbuildmat.2015.07.050,natural pozzolan,supplementary cementitious material,concrete
2043,10.1016/j.conbuildmat.2015.07.050,blast furnace slag,supplementary cementitious material,concrete
2044,10.1016/j.conbuildmat.2016.04.141,steel slag,supplementary cementitious material,concrete
2045,10.1002/fam.2348,limestone powder,geopolymer,concrete
2046,10.1007/s10098-013-0654-y,blast furnace slag,supplementary cementitious material,concrete
2047,10.1016/0008-8846(85)90024-9,Class F fly ash,supplementary cementitious material,concrete
2048,10.1016/0008-8846(88)90050-6,,supplementary cementitious material,concrete
2049,10.1016/0008-8846(82)90061-8,blast furnace slag,supplementary cementitious material,concrete
2050,10.1002/suco.201600211,coal fly ash,geopolymer,concrete
2051,10.1002/suco.201900109,steel slag,fine aggregate,concrete
2052,10.1016/j.cemconcomp.2009.11.005,unknown,unknown,concrete
2053,10.1016/j.chemosphere.2010.02.018,MSWI fly ash,geopolymer,concrete
2054,10.1016/j.cemconres.2004.11.010,blast furnace slag,supplementary cementitious material,concrete
2055,10.1016/j.cemconcomp.2015.10.004,electric arc furnace slag,fine aggregate,concrete
2056,10.1016/j.cemconres.2015.11.004,coal fly ash,supplementary cementitious material,concrete
2057,10.1016/j.conbuildmat.2015.01.019,coal fly ash,supplementary cementitious material,concrete
2058,10.1007/s10934-009-9305-4,unknown,unknown,concrete
2059,10.1111/jace.12840,red mud,geopolymer,concrete
2060,10.1016/j.pecs.2007.03.002,coal fly ash,supplementary cementitious material,concrete
2061,10.1007/s11440-012-0200-9,Class F fly ash,supplementary cementitious material,concrete
2062,10.1016/j.cemconres.2011.04.004,red mud,supplementary cementitious material,concrete
2063,10.1016/j.conbuildmat.2016.11.108,red mud,geopolymer,concrete
2064,10.1016/j.conbuildmat.2016.09.136,limestone powder,geopolymer,concrete
2065,10.1007/s12205-014-0227-6,silica fume,supplementary cementitious material,concrete
2066,10.1617/s11527-010-9657-x,blast furnace slag,supplementary cementitious material,concrete
2067,10.1617/s11527-016-0810-z,blast furnace slag,supplementary cementitious material,concrete
2068,10.1016/j.conbuildmat.2010.04.006,fine recycled concrete aggregate,supplementary cementitious material,concrete
2069,10.1016/j.conbuildmat.2010.04.006,limestone powder,supplementary cementitious material,concrete
2070,10.1016/j.conbuildmat.2014.07.031,coal fly ash,supplementary cementitious material,concrete
2071,10.1016/j.conbuildmat.2014.07.096,coal fly ash,superplasticizer,concrete
2072,10.1016/j.conbuildmat.2015.05.086,coal fly ash,coarse aggregate,concrete
2073,10.1016/j.conbuildmat.2016.05.051,limestone powder,filler,concrete
2074,10.1002/suco.201900402,blast furnace slag,supplementary cementitious material,concrete
2075,10.1016/j.cemconres.2010.08.014,stone powder,supplementary cementitious material,concrete
2076,10.1016/j.cemconres.2010.08.014,fine recycled concrete aggregate,supplementary cementitious material,concrete
2077,10.1016/j.cemconcomp.2012.08.027,Class F fly ash,supplementary cementitious material,concrete
2078,10.1016/j.conbuildmat.2014.09.021,mine tailings,geopolymer,geopolymer mortar
2079,10.1016/j.conbuildmat.2008.07.005,coal fly ash,supplementary cementitious material,concrete
2080,10.1016/j.conbuildmat.2012.08.009,copper tailing,supplementary cementitious material,cement mortar
2081,10.1111/wej.12521,rice husk ash,supplementary cementitious material,concrete
2082,10.1016/j.cemconres.2004.09.027,blast furnace slag,supplementary cementitious material,concrete
2083,10.1007/s11431-011-4421-1,blast furnace slag,supplementary cementitious material,concrete
2084,10.1016/j.conbuildmat.2005.06.052,Class F fly ash,lightweight aggregate,lightweight building material
2085,10.1016/j.conbuildmat.2014.08.069,coal bottom ash,fine aggregate,concrete
2086,10.1016/j.conbuildmat.2016.10.075,blast furnace slag,supplementary cementitious material,concrete
2087,10.1016/0008-8846(85)90145-0,coal fly ash,supplementary cementitious material,concrete
2088,10.1016/j.conbuildmat.2012.11.016,blast furnace slag,fine aggregate,mortar
2089,10.1016/j.conbuildmat.2006.06.026,coal fly ash,reinforced fibre,concrete
2090,10.1617/s11527-008-9426-2,blast furnace slag,supplementary cementitious material,concrete
2091,10.1617/s11527-013-0200-8,unknown,unknown,concrete
2092,10.1007/bf02481678,coal fly ash,fine aggregate,concrete
2093,10.1002/suco.201900415,blast furnace slag,supplementary cementitious material,concrete
2094,10.1016/0030-4220(67)90436-7,unknown,unknown,concrete
2095,10.1016/j.conbuildmat.2013.03.057,kaolinite,fine aggregate,concrete
2096,10.1016/j.conbuildmat.2013.03.057,blast furnace slag,fine aggregate,concrete
2097,10.1016/j.conbuildmat.2014.07.089,silica fume,supplementary cementitious material,concrete
2098,10.1016/j.conbuildmat.2016.04.136,coal fly ash,geopolymer,geopolymer composite
2099,10.1016/j.conbuildmat.2013.06.033,coal fly ash,supplementary cementitious material,concrete
2100,10.1016/j.conbuildmat.2014.05.034,metakaolin,supplementary cementitious material,concrete
2101,10.1016/j.conbuildmat.2015.07.091,water treatment sludge,geopolymer,concrete
2102,10.1007/s10853-009-3934-5,blast furnace slag,geopolymer,concrete
2103,10.1016/j.conbuildmat.2012.09.070,blast furnace slag,geopolymer,concrete
2104,10.1016/j.conbuildmat.2016.08.115,blast furnace slag,supplementary cementitious material,concrete
2105,10.1016/j.conbuildmat.2005.06.032,coal fly ash,reinforced fibre,concrete
2106,10.1016/j.conbuildmat.2015.12.169,electric arc furnace slag,fine aggregate,concrete
2107,10.1016/j.net.2016.07.007,unknown,unknown,concrete
2108,10.1016/j.conbuildmat.2012.02.008,limestone powder,fine aggregate,concrete pavement
2109,10.1016/j.conbuildmat.2014.04.038,limestone powder,supplementary cementitious material,concrete
2110,10.1016/j.conbuildmat.2014.12.065,unknown,unknown,concrete
2111,10.1016/j.conbuildmat.2012.09.013,red mud,geopolymer,concrete
2112,10.1023/b:jmsc.0000017785.44922.30,blast furnace slag,supplementary cementitious material,unknown
2113,10.1617/s11527-018-1163-6,coal fly ash,reinforced fibre,concrete
2114,10.1016/j.tws.2014.02.014,steel slag,supplementary cementitious material,concrete
2115,10.1016/j.conbuildmat.2011.07.064,unknown,unknown,cement mortar
2116,10.1016/j.conbuildmat.2015.07.092,silica fume,supplementary cementitious material,concrete
2117,10.1016/j.conbuildmat.2006.06.025,unknown,unknown,concrete
2118,10.1016/j.conbuildmat.2009.06.017,unknown,unknown,concrete
2119,10.1016/j.matdes.2012.08.005,coal fly ash,geopolymer,concrete
2120,10.1007/s10717-012-9371-y,unknown,unknown,concrete
2121,10.1007/s10853-006-6293-5,fine recycled concrete aggregate,reinforced fibre,concrete
2122,10.1016/j.cemconcomp.2011.03.010,stone powder,supplementary cementitious material,concrete
2123,10.1016/j.cemconcomp.2011.07.010,coal fly ash,supplementary cementitious material,concrete
2124,10.1016/j.conbuildmat.2015.09.050,unknown,fine aggregate,concrete
2125,10.1002/fam.1014,coal fly ash,geopolymer,concrete
2126,10.1016/j.cemconcomp.2013.09.012,coal fly ash,geopolymer,geopolymer paste
2127,10.1016/j.conbuildmat.2012.10.007,blast furnace slag,coarse aggregate,concrete
2128,10.1016/j.conbuildmat.2016.11.134,coal fly ash,supplementary cementitious material,concrete pavement
2129,10.1016/j.conbuildmat.2008.02.019,coal fly ash,supplementary cementitious material,concrete
2130,10.1016/j.conbuildmat.2008.11.018,blast furnace slag,supplementary cementitious material,concrete
2131,10.1016/j.conbuildmat.2014.05.067,coal fly ash,geopolymer,concrete
2132,10.1016/j.conbuildmat.2015.10.057,red mud,superplasticizer,concrete
2133,10.1016/j.conbuildmat.2016.05.008,coal fly ash,geopolymer,concrete
2134,10.1002/suco.201800302,silica fume,supplementary cementitious material,concrete
2135,10.1007/s12034-018-1582-6,coal fly ash,fine aggregate,concrete
2136,10.1007/s12205-016-0327-6,ladle furnace slag,geopolymer,concrete
2137,10.1007/s12205-016-0327-6,fly ash,geopolymer,concrete
2138,10.1111/j.1551-2916.2009.03331.x,fine recycled concrete aggregate,geopolymer,concrete
2139,10.1007/s40069-015-0104-9,blast furnace slag,supplementary cementitious material,concrete
2140,10.1023/a:1004500324744,silica fume,supplementary cementitious material,concrete
2141,10.1023/a:1014304131987,unknown,unknown,concrete
2142,10.1016/j.radmeas.2007.10.028,coal bottom ash,unknown,concrete
2143,10.1617/s11527-010-9701-x,blast furnace slag,supplementary cementitious material,concrete
2144,10.1617/s11527-012-9885-3,blast furnace slag,supplementary cementitious material,concrete
2145,10.1016/j.anucene.2012.09.006,electric arc furnace slag,fine aggregate,concrete
2146,10.1016/j.cemconcomp.2014.11.012,limestone powder,additive,concrete
2147,10.1016/j.conbuildmat.2005.01.005,coal fly ash,supplementary cementitious material,concrete
2148,10.1016/j.conbuildmat.2005.08.009,fine recycled concrete aggregate,supplementary cementitious material,concrete
2149,10.1016/j.compstruct.2017.05.073,coal fly ash,unknown,concrete
2150,10.1016/0008-8846(95)00138-3,unknown,unknown,concrete
2151,10.1016/j.conbuildmat.2014.09.113,silica fume,supplementary cementitious material,concrete
2152,10.1016/j.conbuildmat.2017.03.243,Class C fly ash,geopolymer,concrete
2153,10.1016/j.conbuildmat.2017.03.243,fine recycled concrete aggregate,geopolymer,concrete
2154,10.1016/j.conbuildmat.2006.10.002,unknown,unknown,concrete
2155,10.1016/j.conbuildmat.2017.04.164,blast furnace slag,fine aggregate,concrete
2156,10.1016/0008-8846(95)00175-1,silica fume,unknown,concrete
2157,10.1016/j.conbuildmat.2009.02.006,mine tailings,supplementary cementitious material,concrete
2158,10.1016/j.conbuildmat.2016.09.105,coal fly ash,lightweight aggregate,concrete
2159,10.1016/j.conbuildmat.2014.04.010,Class C fly ash,geopolymer,concrete
2160,10.1016/j.conbuildmat.2006.12.015,limestone powder,supplementary cementitious material,concrete
2161,10.1016/j.msea.2011.01.005,coal fly ash,geopolymer,concrete
2162,10.1007/s13369-012-0331-1,fine recycled concrete aggregate,supplementary cementitious material,concrete
2163,10.1016/j.scs.2011.06.001,coal fly ash,supplementary cementitious material,concrete
2164,10.1016/j.conbuildmat.2015.02.040,water treatment sludge,geopolymer,concrete
2165,10.1617/s11527-007-9269-2,limestone powder,supplementary cementitious material,concrete
2166,10.1016/j.conbuildmat.2012.07.081,silica fume,supplementary cementitious material,concrete
2167,10.1617/s11527-011-9719-8,steel slag,fine aggregate,concrete
2168,10.1007/bf00262962,unknown,unknown,concrete
2169,10.1016/j.jclepro.2015.05.069,blast furnace slag,geopolymer,concrete
2170,10.1007/bf02472417,unknown,unknown,concrete
2171,10.1016/j.conbuildmat.2005.11.005,blast furnace slag,clinker feedstock,concrete
2172,10.1016/j.conbuildmat.2016.05.020,mine tailings,supplementary cementitious material,concrete
2173,10.1016/j.conbuildmat.2004.07.017,blast furnace slag,supplementary cementitious material,concrete
2174,10.1016/j.matdes.2014.09.063,coal fly ash,geopolymer,concrete
2175,10.1016/j.pce.2018.02.013,mine tailings,clinker feedstock,concrete
2176,10.1016/0008-8846(88)90046-4,unknown,unknown,concrete
2177,10.1016/j.conbuildmat.2014.07.107,steel slag,coarse aggregate,concrete
2178,10.1016/j.conbuildmat.2015.05.075,Class F fly ash,supplementary cementitious material,concrete
2179,10.1016/j.conbuildmat.2009.11.021,MSWI fly ash,supplementary cementitious material,concrete
2180,10.1016/j.conbuildmat.2010.06.043,red mud,supplementary cementitious material,concrete
2181,10.1016/j.conbuildmat.2016.10.054,silica fume,unknown,concrete
2182,10.1016/j.engstruct.2017.09.022,electric arc furnace slag,unknown,concrete
2183,10.1016/j.jhazmat.2011.01.133,coal fly ash,geopolymer,geopolymer composite
2184,10.1016/j.cemconres.2004.05.019,fine recycled concrete aggregate,supplementary cementitious material,concrete
2185,10.1016/j.conbuildmat.2010.04.054,blast furnace slag,supplementary cementitious material,concrete
2186,10.1617/s11527-018-1161-8,coal fly ash,supplementary cementitious material,concrete
2187,10.1007/bf00241955,unknown,unknown,concrete
2188,10.1016/j.conbuildmat.2009.06.001,silica fume,supplementary cementitious material,concrete
2189,10.1016/j.conbuildmat.2013.11.018,coal bottom ash,clinker feedstock,unknown
2190,10.1016/j.conbuildmat.2016.02.228,steel fiber,reinforced fibre,geopolymer composite
2191,10.1016/j.egypro.2017.09.057,blast furnace slag,supplementary cementitious material,concrete
2192,10.1016/j.jksues.2017.06.001,Class C fly ash,supplementary cementitious material,concrete
2193,10.1016/j.joei.2015.04.006,MSWI fly ash,supplementary cementitious material,concrete
2194,10.1016/j.jtice.2015.07.012,fine recycled concrete aggregate,geopolymer,concrete
2195,10.1016/j.molstruc.2018.02.114,Class F fly ash,geopolymer,concrete
2196,10.1016/0008-8846(86)90014-1,Class F fly ash,supplementary cementitious material,cement mortar
2197,10.1016/j.cemconres.2010.08.010,coal fly ash,geopolymer,concrete
2198,10.1016/j.conbuildmat.2016.05.021,coal fly ash,supplementary cementitious material,concrete
2199,10.1016/j.conbuildmat.2016.08.117,coal bottom ash,fine aggregate,concrete
2200,10.1016/j.conbuildmat.2017.02.119,steel slag,supplementary cementitious material,concrete
2201,10.1016/j.esd.2012.11.006,unknown,unknown,concrete
2202,10.1016/j.jcou.2017.01.009,steel slag,fine aggregate,concrete
2203,10.1016/j.anucene.2013.01.002,unknown,unknown,concrete
2204,10.1016/j.cemconcomp.2010.02.004,coal fly ash,fine aggregate,concrete
2205,10.1016/j.cemconcomp.2014.02.002,silica fume,supplementary cementitious material,concrete
2206,10.1016/j.cemconcomp.2014.02.002,coal fly ash,supplementary cementitious material,concrete
2207,10.1016/j.cemconres.2010.11.014,limestone powder,supplementary cementitious material,concrete
2208,10.1016/j.cemconcomp.2006.09.004,coal fly ash,lightweight aggregate,concrete
2209,10.1016/j.cemconres.2007.12.001,Class F fly ash,supplementary cementitious material,concrete
2210,10.1016/j.conbuildmat.2016.03.217,waste glass,coarse aggregate,concrete
2211,10.1002/suco.201700007,coal fly ash,supplementary cementitious material,concrete
2212,10.1002/suco.201700007,fly ash,supplementary cementitious material,concrete
2213,10.1002/suco.201800351,coal fly ash,supplementary cementitious material,concrete
2214,10.1617/s11527-009-9564-1,coal fly ash,fine aggregate,concrete
2215,10.1617/s11527-014-0289-4,metakaolin,supplementary cementitious material,concrete
2216,10.1111/j.1151-2916.1983.tb10060.x,silica fume,supplementary cementitious material,concrete
2217,10.1016/j.cemconcomp.2014.08.008,coal fly ash,geopolymer,concrete
2218,10.1111/j.1460-2695.2010.01438.x,coal fly ash,supplementary cementitious material,concrete
2219,10.1016/j.conbuildmat.2013.10.101,coal fly ash,supplementary cementitious material,concrete
2220,10.1016/j.conbuildmat.2013.07.014,recycled aggregate,fine aggregate,concrete
2221,10.1016/j.conbuildmat.2013.12.077,Class F fly ash,supplementary cementitious material,concrete
2222,10.1016/0008-8846(81)90089-2,coal fly ash,unknown,unknown
2223,10.1016/0008-8846(93)90140-5,silica fume,supplementary cementitious material,unknown
2224,10.1016/0008-8846(94)90153-8,limestone powder,supplementary cementitious material,concrete
2225,10.1016/j.cemconres.2006.03.023,MSWI bottom ash,fine aggregate,concrete
2226,10.1007/s10853-014-8307-z,coal fly ash,geopolymer,concrete
2227,10.1016/j.conbuildmat.2008.07.021,blast furnace slag,supplementary cementitious material,concrete
2228,10.1016/j.cemconres.2009.03.006,silica fume,supplementary cementitious material,concrete
2229,10.1016/j.cemconres.2013.07.010,fine recycled concrete aggregate,supplementary cementitious material,concrete
2230,10.1016/j.conbuildmat.2016.02.086,natural pozzolan,geopolymer,concrete
2231,10.1016/j.jngse.2016.11.025,coal fly ash,geopolymer,concrete
2232,10.1016/j.conbuildmat.2016.02.116,limestone powder,supplementary cementitious material,concrete pavement
2233,10.1016/j.conbuildmat.2014.08.037,coal fly ash,filler,concrete
2234,10.1016/j.conbuildmat.2017.03.151,red mud,supplementary cementitious material,concrete
2235,10.1002/maco.202011541,coal fly ash,supplementary cementitious material,concrete
2236,10.1002/suco.201900441,blast furnace slag,geopolymer,concrete
2237,10.1016/0008-8846(96)00105-6,coal fly ash,supplementary cementitious material,concrete
2238,10.1111/jace.17512,biomass fly ash,geopolymer,concrete
2239,10.1016/j.cemconres.2014.12.005,silica fume,supplementary cementitious material,concrete
2240,10.1016/j.fuproc.2010.01.003,coal fly ash,supplementary cementitious material,concrete
2241,10.1016/j.jobe.2016.10.005,Class F fly ash,geopolymer,concrete
2242,10.1007/bf02480414,silica fume,unknown,concrete
2243,10.1016/j.conbuildmat.2016.04.154,coal fly ash,supplementary cementitious material,concrete
2244,10.1016/j.ijggc.2015.07.015,unknown,unknown,concrete
2245,10.1016/j.conbuildmat.2008.06.003,steel slag,fine aggregate,concrete
2246,10.1016/j.conbuildmat.2012.02.078,coal fly ash,supplementary cementitious material,concrete
2247,10.1002/suco.201800295,blast furnace slag,supplementary cementitious material,concrete
2248,10.1016/j.matdes.2014.05.001,Class F fly ash,geopolymer,concrete
2249,10.1111/jace.16183,mine tailings,geopolymer,concrete
2250,10.1016/j.cemconcomp.2009.11.004,blast furnace slag,supplementary cementitious material,concrete
2251,10.1016/0008-8846(78)90060-1,limestone powder,clinker feedstock,concrete
2252,10.1016/j.conbuildmat.2016.02.068,electric arc furnace slag,,concrete
2253,10.1016/j.conbuildmat.2016.03.008,coal fly ash,geopolymer,concrete
2254,10.1016/j.conbuildmat.2016.05.076,oil palm shell,lightweight aggregate,concrete
2255,10.1016/j.conbuildmat.2011.09.021,electric arc furnace slag,supplementary cementitious material,concrete
2256,10.1016/j.conbuildmat.2017.03.228,silica fume,supplementary cementitious material,concrete
2257,10.1617/s11527-010-9692-7,coal fly ash,supplementary cementitious material,concrete
2258,10.1617/s11527-011-9737-6,blast furnace slag,supplementary cementitious material,cement paste
2259,10.1617/s11527-012-9939-6,coal fly ash,supplementary cementitious material,concrete
2260,10.1617/s11527-013-0155-9,silica fume,supplementary cementitious material,concrete
2261,10.1617/s11527-014-0318-3,steel slag,supplementary cementitious material,concrete
2262,10.1617/s11527-015-0670-y,blast furnace slag,supplementary cementitious material,concrete
2263,10.1016/j.advengsoft.2008.05.005,blast furnace slag,supplementary cementitious material,concrete
2264,10.1007/bf02472668,coal fly ash,supplementary cementitious material,concrete
2265,10.1016/0008-8846(84)90006-1,limestone powder,supplementary cementitious material,concrete
2266,10.1016/0008-8846(84)90126-1,fly ash,supplementary cementitious material,concrete
2267,10.1016/j.conbuildmat.2007.07.030,MSWI fly ash,supplementary cementitious material,cement mortar
2268,10.1016/j.conbuildmat.2016.05.090,blast furnace slag,supplementary cementitious material,concrete
2269,10.1002/suco.201700235,coal fly ash,supplementary cementitious material,concrete
2270,10.1111/jace.12272,blast furnace slag,supplementary cementitious material,concrete
2271,10.1016/0008-8846(94)90136-8,blast furnace slag,supplementary cementitious material,cement mortar
2272,10.1016/j.aej.2016.05.006,blast furnace slag,unknown,concrete
2273,10.1016/j.cemconres.2003.11.013,coal fly ash,supplementary cementitious material,concrete
2274,10.1016/j.cemconres.2008.01.006,coal fly ash,geopolymer,concrete
2275,10.1016/j.apradiso.2009.03.094,fine recycled concrete aggregate,supplementary cementitious material,concrete
2276,10.1016/j.cscm.2017.09.005,microorganisms-based bioplasticizer,lightweight aggregate,concrete
2277,10.1016/j.jclepro.2014.06.037,coal bottom ash,geopolymer,concrete
2278,10.1007/s40831-015-0029-1,coarse recycled concrete aggregate,coarse aggregate,concrete
2279,10.1617/s11527-011-9706-0,blast furnace slag,supplementary cementitious material,concrete
2280,10.1617/s11527-016-0893-6,fine recycled concrete aggregate,geopolymer,concrete
2281,10.1016/j.conbuildmat.2017.03.014,coal fly ash,geopolymer,concrete
2282,10.1016/j.conbuildmat.2013.09.017,steel slag,fine aggregate,concrete
2283,10.1016/j.conbuildmat.2014.10.028,coal fly ash,lightweight aggregate,concrete
2284,10.1016/j.cemconres.2004.09.030,coal fly ash,supplementary cementitious material,concrete
2285,10.1016/j.cemconres.2004.03.031,fine recycled concrete aggregate,supplementary cementitious material,concrete
2286,10.1016/j.conbuildmat.2006.01.002,coal fly ash,supplementary cementitious material,concrete
2287,10.1016/j.conbuildmat.2013.03.088,mine tailings,fine aggregate,concrete
2288,10.1111/j.1551-2916.2008.02783.x,blast furnace slag,supplementary cementitious material,concrete
2289,10.1111/j.1744-7402.2008.02317.x,steel slag,clinker feedstock,concrete
2290,10.1002/adem.201900621,blast furnace slag,geopolymer,geopolymer paste
2291,10.1007/s10973-010-0841-6,blast furnace slag,supplementary cementitious material,concrete
2292,10.1007/s11431-011-4440-y,blast furnace slag,supplementary cementitious material,concrete
2293,10.1016/j.conbuildmat.2007.01.015,waste glass,supplementary cementitious material,concrete
2294,10.1016/j.porgcoat.2016.04.040,coal fly ash,supplementary cementitious material,concrete
2295,10.1007/s13369-012-0230-5,coal fly ash,geopolymer,geopolymer paste
2296,10.1007/s40069-013-0042-3,coal fly ash,supplementary cementitious material,concrete
2297,10.1007/s40069-014-0085-0,Class C fly ash,geopolymer,concrete
2298,10.1016/j.conbuildmat.2004.04.031,silica fume,supplementary cementitious material,concrete
2299,10.1016/j.conbuildmat.2011.06.056,silica fume,supplementary cementitious material,concrete
2300,10.1016/j.conbuildmat.2007.05.011,coal fly ash,fine aggregate,concrete
2301,10.1016/j.conbuildmat.2012.09.069,coal fly ash,supplementary cementitious material,concrete
2302,10.1016/j.conbuildmat.2013.12.020,coal fly ash,supplementary cementitious material,concrete
2303,10.1617/s11527-016-0915-4,electric arc furnace slag,supplementary cementitious material,concrete
2304,10.1016/j.conbuildmat.2016.02.099,silica fume,geopolymer,concrete
2305,10.1016/j.cemconcomp.2015.04.006,steel slag,coarse aggregate,concrete
2306,10.1016/j.conbuildmat.2016.07.068,ladle furnace slag,geopolymer,concrete
2307,10.1016/j.conbuildmat.2016.03.104,limestone powder,geopolymer,concrete
2308,10.1016/j.conbuildmat.2008.12.005,limestone powder,coarse aggregate,concrete
2309,10.1016/j.conbuildmat.2015.02.081,steel slag,supplementary cementitious material,concrete
2310,10.1007/s11595-015-1153-2,blast furnace slag,supplementary cementitious material,concrete
2311,10.1016/j.cemconcomp.2015.02.002,fine recycled concrete aggregate,supplementary cementitious material,concrete
2312,10.1016/j.conbuildmat.2011.12.002,paper sludge,supplementary cementitious material,concrete
2313,10.1007/s12613-013-0752-1,coal fly ash,supplementary cementitious material,concrete
2314,10.1007/s13369-013-0783-y,Class F fly ash,supplementary cementitious material,concrete
2315,10.1617/s11527-008-9380-z,coal fly ash,supplementary cementitious material,concrete
2316,10.1617/s11527-009-9523-x,Class F fly ash,fine aggregate,concrete
2317,10.1016/j.conbuildmat.2013.09.033,blast furnace slag,additive,concrete
2318,10.1007/bf02895838,blast furnace slag,supplementary cementitious material,concrete
2319,10.1016/j.molstruc.2008.12.026,blast furnace slag,geopolymer,concrete
2320,10.1002/cssc.201100552,construction waste,filler,concrete
2321,10.1016/0008-8846(95)00156-5,silica fume,supplementary cementitious material,concrete
2322,10.1002/tqem.21766,construction waste,supplementary cementitious material,concrete
2323,10.1016/j.conbuildmat.2006.05.032,fine recycled concrete aggregate,supplementary cementitious material,concrete
2324,10.1016/j.conbuildmat.2009.02.009,recycled aggregate,fine aggregate,concrete
2325,10.1016/j.conbuildmat.2016.08.025,blast furnace slag,supplementary cementitious material,concrete
2326,10.1111/jace.17431,blast furnace slag,supplementary cementitious material,concrete
2327,10.1007/s12205-016-0272-4,coal fly ash,supplementary cementitious material,concrete
2328,10.1016/0008-8846(94)90204-6,Class F fly ash,supplementary cementitious material,cement mortar
2329,10.1617/s11527-018-1147-6,coal fly ash,supplementary cementitious material,concrete
2330,10.1016/j.conbuildmat.2016.04.080,coal bottom ash,supplementary cementitious material,concrete
