DOI,prompt,completion
10.1016/j.conbuildmat.2016.02.135,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Properties of lightweight fly ash geopolymer concrete containing bottom ash as aggregates
Abstract:
AbstractIn order to evaluate the utilization of waste from coal combustion thermal power plant, the properties of lightweight geopolymer concrete (LWGC) containing fly ash as geopolymer binder and bottom ash as aggregates were studied. Sodium silicate solution (NS) and 10M sodium hydroxide (NH) were used as alkali activators. The NS/NH ratios of 0.5, 1.0, and 1.5 with liquid/ash (L/A) ratios of 0.70, 0.75, and 0.80 were used. The compressive strength, splitting tensile strength, surface abrasion resistance, density, thermal conductivity, and ultrasonic pulse velocity (UPV) of concrete were tested. The results indicated that fly ash and bottom ash could be used to produce LWGCs with compressive strengths of 14.3–18.1MPa, splitting tensile strengths of 1.2–2.0MPa, and densities of 1661–1688kg/m3. Theirs thermal conductivity coefficients of 0.43–0.47W/mK were lower than those of the geopolymer concrete containing natural aggregate. LWGCs in this study could thus be used for moderate strength concrete and thermal insulation concrete.The material of interest is:
coal bottom ash",['aggregate']
10.1016/j.conbuildmat.2020.118471,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Use of pretreatment to prevent expansion and foaming in high-performance MSWI bottom ash alkali-activated mortars
Abstract:
This study has investigated the impact of foaming and expansion of municipal solid waste incinerator (MSWI) bottom ash (BA) during alkali reaction. Furthermore, the activity enhancement of the BA has been investigated. Based on the microanalytic appearance and compressive strength of the samples, the results show that the reaction between the metallic aluminium in the BA and alkali in the activator, which produced large quantities of hydrogen, is the primary cause for both foaming and expansion. The residual organic matter and unburnt substances in the BA are the main factors that affect the activity. However, the alkali defoaming and calcination-melting pretreatments completely prevented the expansion and calcining further improved the BA activity. The alkali activated materials prepared with the BA calcined at 700degC, granulated blast furnace slag, and slaked lime followed by alkali defoaming pretreatment produced the best mechanical properties.The material of interest is:
blast furnace slag",['geopolymer']
10.1016/0008-8846(93)90076-l,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Chemical activation of blended cements made with lime and natural pozzolans
Abstract:
This paper deals with the chemical activation of lime-pozzolan cement (LPC), which consists of 80% natural pozzolan and 20% hydrated lime (by mass). Results show that the addition of 4% Na2SO4 can significantly improve the early strength of this cement. The presence of 4% flake calcium chloride (CaCl2.2H2O) is not helpful to early strength, but can increase the later strength substantially. CaSO4.O.5H2O and NaCl do not demonstrate an obvious effect on the strength development of the cement. Combination of activators, such as CaCl2.2H2O+Na2SO4 or Na2SO4+NaCl does not improve the activation effect; pastes with 2% Na2SO4+2% NaCl show lower strength than the pastes with 2% Na2SO4 alone.The material of interest is:
lime",['lime-pozzolan cement']
10.1016/j.matchemphys.2019.122103,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Physical and mechanical properties of unheated and heated kaolin based-geopolymers with partial replacement of aluminium hydroxide
Abstract:
Amorphous aluminium hydroxide and aluminium oxy-hydroxide were used as replacements in the synthesis of kaolin based-geopolymers. Physical and mechanical properties of geopolymers cured at 60 degC and exposed at elevated temperatures (300-1200 degC) were investigated. It was found that when cured at 60 degC, specimens with replacements exhibited low compressive strength as compared to those without replacement. Conversely, when heated as from 1100 degC, both compressive strength and volume stability of specimens with replacement were improved. Thus, specimens without replacement were morphologically damaged at 1150 degC whereas those with 10% by mass of amorphous aluminium hydroxide or with 30% by mass of aluminium oxy-hydroxide showed good volume stability at 1150 and 1200 degC respectively. Additionally, geopolymers with 30% by mass of aluminium oxy-hydroxide that were heated at 1100 degC showed compressive strength of 29.1 MPa whereas those with 10% by mass of amorphous aluminium hydroxide gave 60.2 MPa at 1150 degC. This was attributed to the improvement of compactness of specimens along with the formation of stable crystalline phases. Yet, heating geopolymers at 1200 degC led to partial dissolution of nepheline and carnegieite which generates closed pores hence decrease of compressive strength. Partial replacement of amorphous aluminium hydroxide or aluminium oxy-hydroxide in the synthesis of kaolin-based geopolymers allows both improvement of compressive strength and thermal stability of heated kaolin-based geopolymers.The material of interest is:
aluminium hydroxide",['geopolymer']
10.1016/j.conbuildmat.2017.08.086,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Experimental investigation of the effect of silica fume on the thermal spalling of reactive powder concrete
Abstract:
The distinct spalling performances of reactive powder concrete (RPC) specimens with various silica fume (SF) contents exposed to high temperatures were observed via high-resolution photography. The RPC microstructures and pore structures after high-temperature exposure were characterized using scanning electron microscopy and mercury intrusion porosimetry. The results provide experimental evidence of the high-temperature spalling mechanism of RPC. Increasing the SF content in RPC increases its compressive strength and compactness, offering greater mitigation of devastating spalling behaviour, but also producing more pulverized spalling remnants. This is attributed to the post-heating cracked microstructure and refined pores, which promote localized rather than entirely explosive spalling.The material of interest is:
silica fume",['supplementary cementitious material']
10.1016/j.conbuildmat.2016.03.150,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Stabilization of Recycled Demolition Aggregates by Geopolymers comprising Calcium Carbide Residue, Fly Ash and Slag precursors
Abstract:
Calcium Carbide Residue (CCR) is the by-product of acetylene gas production. In this research, the alkali activation of Calcium Carbide Residue (CCR) was studied as an economical and low-carbon precursor for development of geopolymer binder. Recycled Concrete aggregates (RCA) and Crushed Brick (CB) are the two major demolition material sources for the Construction and Demolition (C&D) industry. The cement stabilization of C&D materials has been evaluated in recent years, however due to the large carbon footprint associated with Portland cement, geopolymers which utilize the alkali activation of industrial waste by-products have garnered increasing interest from industry. Evaluation of the geopolymer stabilization of C&D materials with CCR precursor were also compared with traditional Fly Ash (FA) and Slag (S) precursors. In addition, the performance of CCR based geopolymers with supplementary FA and S precursors were also evaluated. The three precursors (CCR, FA, S) were combined with contents of up to 10% for the geopolymer stabilization of the C&D materials. A liquid alkaline activator comprising sodium silicate solution (Na2SiO3) and sodium hydroxide (NaOH) was used for the alkali activation of the CCR based geopolymers. The strength and durability of the geopolymer stabilized C&D materials were evaluated to ascertain their application in pavement bases/subbases. The results of Unconfined Compressive Strength (UCS) and Resilient Modulus (MR) testing of these geopolymer stabilized CB and RCA aggregates indicate that different mixtures of CCR based geopolymers can be used to improve the strength properties of the C&D aggregates for pavement base/subbase applications. CCR + 5% S with the C&D materials resulted in the optimum combination for CCR based geopolymer stabilization of C&D aggregates.The material of interest is:
blast furnace slag",['geopolymer']
10.1016/s0950-0618(99)00016-1,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Corrosion protection performance of microsilica added concretes in NaCl and seawater environments
Abstract:
In a hardened concrete structure, diffusion of oxygen, carbon dioxide, aggressive ions and moisture from the concrete/environment to the concrete/rebar interfaces takes place through the pores. This results in the failure of the passivation provided by the alkalinity of the cement to the rebars. Microsilica is a mineral that improves the corrosion protection and strength of concrete by reducing the permeability of the concrete and forming more calcium silicate hydrate (CSH) which provides strength and durability to concrete. In order to study the corrosion protection behavior of microsilica in ordinary Portland cement (OPC) and sulfate resistant cement (SRC), carbon steel reinforced concrete specimens of above cements containing 10% each of densified (DMS) and undensified (UDMS) microsilica were exposed to 5% NaCl solution and seawater. Corrosion of rebars was monitored using open circuit potential (OCP) measurements. Diffusion of ions into the concrete was studied by salt ingress, salt fog and rapid chloride permeability tests. It has been noted that densified microsilica provides better corrosion protection to the rebars than the undensified one. In addition to this its protective effect with SRC is much more than with OPC. An attempt has been made to explain the mechanism of corrosion protection behavior of microsilica added concrete immersed in seawater and NaCl solution.The material of interest is:
microsilica",['supplementary cementitious material']
10.1016/j.wasman.2008.04.007,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Geopolymerisation of silt generated from construction and demolition waste washing plants
Abstract:
Recycling plants that size, sort and wash construction and demolition waste can produce high quality aggregate. However, they also produce up to 80 ton per hour of filter cake waste containing fine (<63 mm) silt particles that is classified as inert waste and normally landfilled. This research investigated the potential to form geopolymers containing silt, which would allow this problematic waste to be beneficially reused as aggregate. This would significantly improve the economic viability of recycling plants that wash wastes. Silt filter cakes have been collected from a number of aggregate washing plants operating in the UK. These were found to contain similar aluminosilicate crystalline phases. Geopolymer samples were produced using silt and silt mixed with either metakaolin or pulverised fuel ash (PFA). Silt geopolymers cured at room temperature had average 7-day compressive strengths of 18.7 MPa, while partial substitution of silt by metakaolin or PFA increased average compressive strengths to 30.5 and 21.9 MPa, respectively. Curing specimens for 24 h at 105 degC resulted in a compressive strength of 39.7 MPa and microstructural analysis confirmed the formation of dense materials. These strengths are in excess of those required for materials to be used as aggregate, particularly in unbound applications. The implications of this research for the management of waste silt at construction and demolition waste washing plants are discussed.The material of interest is:
metakaolin",['geopolymer']
10.1016/j.jclepro.2014.05.003,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Efficient reuse of the recycled construction waste cementitious materials
Abstract:
This paper addresses the efficiently reuse of the recycled construction waste cementitious materials (RCWCM). The RCWCM is firstly collected, and then subjected to crushing, grinding and thermal treatments, respectively. After that, the obtained powder material is named dehydrated cement paste (DCP) in this study. Due to the fact that the DCP has relatively high pH value and high activity, two specific attempts are tried to efficiently reuse the obtained DCP. The results show that it is possible to produce a prefabricated building material with an industry by-product (fly ash) and a recycled waste material (DCP). The compressive strength of the produced prefabricated building material can be higher than 60MPa. Additionally, after being further dispersed, the DCP could be utilized as a high performance cement additive, which can significantly promote the hydration and microstructure development of cement.The material of interest is:
construction waste",['supplementary cementitious material']
10.1016/j.conbuildmat.2016.08.111,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Use of glass and nylon fibers in concrete for controlling early age micro cracking in bridge decks
Abstract:
One of the major defects in concrete bridge decks are the formation of early age micro cracking which ultimately reduces its durability. The inclusion of fibers in concrete slabs has showed satisfactory performance with improved mechanical properties and reduced early age micro cracking (EAMC). The relative high compressive strength (CS), achieved by using high cement content, is the main cause of early age micro cracking in concrete. The low tensile strength (TS) also results in less resistance to early age cracking. Other factors causing EAMC include temperature rise, water content and shrinkage strain. The EAMC can be reduced by increasing CS and TS with use of economical materials other than cement. In this work, mechanical properties of glass fiber reinforced concrete (GFRC) and nylon fiber reinforced concrete (NFRC) are determined for the application of concrete bridge decks. The effectiveness of glass fibers (GF) and nylon fibers (NF) in concrete will be checked by comparing mechanical properties of GFRC and NFRC with that of plain concrete (PC). The mix design ratio of PC is 1:3.33:1.67 (cement:sand:aggregate) with a water cement ratio of 0.71. The GF and NF having a length of 50mm and a fiber content of 5%, by mass of cement, are added in the concrete mixture for the production of GFRC and NFRC. Standard specimens are tested for determining compressive, splitting-tensile and flexural strengths of PC, GFRC and NFRC. Pre-crack energy absorption and toughness indices are also studied for different types of loadings i.e. compressive, splitting-tensile and flexural loadings. There is a decrease in compressive strength and an increase in splitting-tensile and flexural strengths of GFRC and NFRC compared to that of PC. Even though pre-crack energy absorption of GFRC and NFRC is less but their toughness indices are more than that of PC. Thus, GFRC and NFRC are suitable for reducing EAMC in bridge decks.The material of interest is:
glass fibre",['reinforced fibre']
10.1016/j.conbuildmat.2017.09.015,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Study on the development of inorganic polymers from red mud and slag system: Application in mortar and lightweight materials
Abstract:
The conversion of red mud into valuable products remains an important issue to be addressed. Inorganic polymers from red mud and slag system were investigated. Slag was substituted at 25, 50 and 75% by red mud in the system. Sodium silicate solutions of modulus ranging from 1.6 to 2.2 were used and the samples were cured at 25, 40 and 60 degC. Slag was amorphous phase while red mud contained some crystalline phases, mainly hematite, crancrinite and katoite. A better reactivity, faster setting and lower shrinkage were obtained for higher contents of slag, with a modulus of sodium silicate solution of 2.0. The composition made of 50% red mud and 50% slag achieved a 7 days compressive strength of 54 MPa at 25 degC. The use of standard sand and hydrogen peroxide allowed the formation of mortar and lightweight materials with reduced mechanical properties, but still of interest to address both issues of sustainable use of resources and CO2 reduction in construction.The material of interest is:
blast furnace slag",['geopolymer']
10.1016/j.conbuildmat.2019.07.324,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Effect of silica fume on durability of self-compacting concrete made with waste recycled concrete aggregates
Abstract:
Due to adhered mortar in recycled concrete aggregates, some of the properties of concrete made with these types of aggregates, such as water absorption, porosity, electrical resistivity, and chloride ion penetration, may be affected. In this study, silica fume was used as a part of cementitious materials to improve the properties of self-compacting concrete (SCC), which were made with fine and coarse recycled aggregates. Three series of mixtures were made in the laboratory. In the first and second series, coarse recycled aggregates with replacement of 25%, 50%, 75% and 100% were used with and without silica fume. In the third series, 25% of fine recycled aggregates were replaced with fine natural aggregates. Slump flow and J-ring tests were considered for fresh state of SCC. The compressive strength, water absorption, ultrasonic pulse velocity, electrical resistivity, and chloride ion penetration tests were performed for hardened concrete. The use of silica fume improved the properties of fresh SCC. The results showed that silica fume can reduce water absorption and porosity. The silica fume showed that can resulted in a significant increase in electrical resistivity. On the other h, the replacement of 25% of recycled aggregates did not have a significant effect on electrical resistivity, the electrical resistivity decreased by increasing the amount of replacement. Silica fume was very effective in controlling chloride ion penetration and reducing total charge passed. Silica fume also controlled the temperature of the solutions used during the test which indicates the control of the movement of ions in the penetration into concrete.The material of interest is:
coarse recycled concrete aggregate",['coarse aggregate']
10.1016/j.cemconcomp.2004.05.001,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Evaluation of blends of high and low calcium fly ashes for use as supplementary cementing materials
Abstract:
The present paper outlines the results of a research attempt aimed at developing and evaluating the performance of ternary blended cements, incorporating mixtures of two different types of fly ash (of high and low calcium content). The main target of this study was to investigate whether and by what means, the introduction of a certain type of fly ash into a fly ash–cement (FC) matrix containing a different type of ash, can improve the performance of the initial binary system. For achieving this, new pozzolans were prepared by mixing, in selected proportions, a high lime fly ash with an ash of lower calcium content. The efficiency of the new materials was examined in terms of active silica content, pozzolanic activity potential, strength development, k-values and progress of the pozzolanic action by means of fixed lime capabilities. The results obtained demonstrated that the mixtures containing equal amounts of each fly ash were the most effective for moderate cement substitution, whilst for higher replacements the intermixture possessing the highest active silica content shows supremacy at almost all hydration ages. The superior performance of the ternary fly ash blends was mainly attributed to synergistic effects detected for all the ashes utilized. These were quantified in each case and almost linear correlations were obtained with the k-values of the most efficient ternary mixes.The material of interest is:
Class F fly ash",['supplementary cementitious material']
10.1016/j.jclepro.2018.04.238,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Recycling of raw rice husk to manufacture magnesium oxysulfate cement based lightweight building materials
Abstract:
To reduce environmental pollution induced by the production of Portland cement-based building materials and eliminate the release of solid wastes from agriculture industry, this paper presents a newly-developed lightweight building material based on incorporating raw rice husk and foam bubbles in magnesium oxysulfate cement paste. Mechanical strength, bulk density, thermal conductivity and drying shrinkage of this material were carried out and phase composition, air bubble distribution and microstructure were studied on typical samples by using XRD (X-ray diffraction), FTIR (Fourier transform infrared spectroscopy), OM (opto-digitial microscope) and SEM (scanning electron microscope) facilities. The results show that raw rice husk or/and foam bubble decrease compressive strength, thermal conductivity and bulk density. Compressive strength of this composite material at 28 days decreases from 70.4 MPa to 1.1 MPa when the bulk density ranges from 1722 kg/m3 to 450 kg/m3, being superior to traditional lightweight aggregate concretes. Drying shrinkage decreases with the incorporation of foam bubble and increases with the addition of raw rice husk. When the addition of raw rice husk is kept the same, there is an optimal dosage of foam bubble to obtain the lowest drying shrinkage. An excellent interfacial zone forms between raw rice husk and MOS cement paste due to numerous neat conical protrusions on the surface of rice husk particle. Therefore, this raw rice husk incorporated lightweight material has a great potential for applications to inner partition walls and thermal insulating components in buildings.The material of interest is:
raw rice husk",['additive']
10.1016/0008-8846(86)90065-7,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
The effect of sand/cement ratio and silica fume on the microstructure of mortars
Abstract:
Cement mortars containing 0 and 10% silica fume were prepared at a water/cement + silica fume ratio of 0.60 and sand/cement ratios of 0, 0.5, 1.0, 1.5, 1.8, 2.0, 2.25 and 3.0. Pore-size distributions were studied by mercury intrusion and reintrusion. More pores of (97-0.175) x 103 nm size form at the sand interface for mortars with silica fume than without it. There is only a slight difference in the fine pore distribution with and without silica fume.The material of interest is:
silica fume",['supplementary cementitious material']
10.1007/s10853-010-5186-9,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Kinetics of fly ash geopolymerization
Abstract:
Based on the wet chemical analysis, we measured and modeled the kinetics of reactions between fly ash and KOH at various temperatures and water-to-solid mass ratios (W/S). We find that three consecutive rate-limiting processes control reaction progress: (1) dissolution or alteration of the glass phase in the fly ash, (2) classical Fick diffusion through a surface layer, and (3) diffusive transport through a more complex gel structure (interstitial gel). This sequence of processes is independent of W/S (0.35-40), temperature (22-75 degC), and KOH concentration (5-10 M). The relative contribution of each process to the overall reaction progress changes with experimental conditions. Only if and when the third process is rate limiting, a fly ash geopolymer forms and develops mechanical strength (sufficiently low W/S ratio provided). The rate of reaction progress decreases significantly, due to slow transport of reacting species to the surface of the glass particles.The material of interest is:
coal fly ash",['geopolymer']
10.1016/j.cemconres.2017.08.017,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Calcined clay limestone cements (LC3)
Abstract:
The use of supplementary cementitious materials (SCMs) to replace part of the clinker in cement is the most successful strategy to reduce CO2 emissions in the global cement industry. However, limited supplies of conventional SCMs make it difficult to take this strategy further unless new types of SCMs become available. The only type of material available in the quantities needed to meet demand is clay containing kaolinite, which can be calcined to produce an effective SCM. Such clays are widely available in countries where most growth in demand for cement is forecast.The material of interest is:
calcined clay",['supplementary cementitious material']
10.1016/j.conbuildmat.2016.12.158,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Characterization of palm oil clinker powder for utilization in cement-based applications
Abstract:
Palm oil clinker (POC) is a waste material produced as result of using palm oil shell and mesocarp fibers as fuel to run stream turbines in palm oil mills. The current practice is to dump this waste in open land or landfill sites, which leads to environmental problems. The characterization of such waste to identify its suitability as a cement replacement materials, can ultimately lead to lower carbon footprint concrete. This paper presents the results of a study on the physical properties (particle size, specific surface, specific gravity, loss of ignition, morphology), chemical composition, organic carbon, thermal stability and mineralogical composition of palm oil clinker powder (POCP). The characterization was carried out using particle size analyzer, scanning electron microcopy (SEM), X-ray fluorescence (XRF), field emission scanning electron microcopy and energy-dispersive X-ray analysis (FESEM-EDX), thermogravimetric analysis (TGA), total organic carbon (TOC) analysis, X-ray diffraction (XRD) and Fourier transform infrared spectroscopy (FTIR) techniques. From the laboratory works conducted results are defined and compared to existing literatures in tabulated form. The results of this extensive study on POCP characterization will provide guidance on future research work on utilization of POCP as a supplementary cementitious material in concrete.The material of interest is:
palm oil clinker",['supplementary cementitious material']
10.1016/j.jobe.2021.103904,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Improved strength development and frost resistance of Portland cement ground-granulated blast furnace slag binary binder cured at 0 °C with the addition of calcium silicate hydrate seeds
Abstract:
Cold weather is among the main challenges facing the construction industry in cold regions. Low ambient temperatures retard the early reaction process and strength gain of cementitious materials, thereby increasing the need for heating systems, delaying framework removal, and extending construction schedules. The American Concrete Institute (ACI) defines weather as ""cold weather"" when the air temperature is below 4degC for more than three consecutive days and is not higher than 10degC for 12h. These weather conditions last for at least six months in cold regions, drastically shortening the construction and infrastructure renovation season. This slows down infrastructure and urban development in cold areas considerably.The material of interest is:
blast furnace slag",['supplementary cementitious material']
10.1016/j.conbuildmat.2019.07.324,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Effect of silica fume on durability of self-compacting concrete made with waste recycled concrete aggregates
Abstract:
Due to adhered mortar in recycled concrete aggregates, some of the properties of concrete made with these types of aggregates, such as water absorption, porosity, electrical resistivity, and chloride ion penetration, may be affected. In this study, silica fume was used as a part of cementitious materials to improve the properties of self-compacting concrete (SCC), which were made with fine and coarse recycled aggregates. Three series of mixtures were made in the laboratory. In the first and second series, coarse recycled aggregates with replacement of 25%, 50%, 75% and 100% were used with and without silica fume. In the third series, 25% of fine recycled aggregates were replaced with fine natural aggregates. Slump flow and J-ring tests were considered for fresh state of SCC. The compressive strength, water absorption, ultrasonic pulse velocity, electrical resistivity, and chloride ion penetration tests were performed for hardened concrete. The use of silica fume improved the properties of fresh SCC. The results showed that silica fume can reduce water absorption and porosity. The silica fume showed that can resulted in a significant increase in electrical resistivity. On the other h, the replacement of 25% of recycled aggregates did not have a significant effect on electrical resistivity, the electrical resistivity decreased by increasing the amount of replacement. Silica fume was very effective in controlling chloride ion penetration and reducing total charge passed. Silica fume also controlled the temperature of the solutions used during the test which indicates the control of the movement of ions in the penetration into concrete.The material of interest is:
fine recycled concrete aggregate",['fine aggregate']
10.1016/j.cscm.2020.e00424,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Evaluation of Industrial by-products as pozzolans: A road map for use in concrete production
Abstract:
According to the Resource Efficiency Roadmap, the building sector is one of the key sectors addressing the challenges of energy, climate change and resource efficiency. The presence of legally binding guidelines in EU legislation regarding waste has already contributed significantly to waste management practices and innovations in the field of recycling; it has also limited the landfilling process and created incentives to change consumer habits. Thus, it is important to focus on the efficient use of resources by replacing commercially-available products with industrial by-products or waste materials. The concrete industry is the largest in the building sector, so the focus of reaching the targets mentioned above is in the daily scope for engineers and researchers. Reducing the costly and environmentally aggressive Portland cement and increasing concrete durability are the targets that act as guidelines for concrete development. Both issues have proven to be partially solved by incorporating supplementary cementitious materials, also known as pozzolans, in concrete composition. Following the American standard ASTM C125, the pozzolans contain siliceous and aluminous materials, which possess little or no cementitious value but will, in finely divided forms in the presence of moisture, react chemically with calcium hydroxide at ordinary temperatures to form compounds possessing cementitious properties. Pozzolans are usually introduced in the composition of concrete to reduce the amount of cement needed and improve its durability. Pozzolans reduce absorption, permeability and ion diffusivity by reducing the porosity of the binder due to the formation of a calcium silicate hydrate gel from the pozzolan and excess Ca(OH)2 coming from the Portland cement. The amount of pozzolans introduced varies, from 5 to 40 wt.% of the cement. The typical natural pozzolans are metakaolin , pumice and natural zeolites , while the most popular commercial material used as a pozzolan in the concrete industry is silica fume and fly ash [,]. Different waste-origin pozzolans are being intensively researched as alternatives to existing ones, and the most promising are calcined clay and glass waste, different types of ashes including coal bottom ash, which could reduce the total cement content by 20 wt.%, retaining the given strength class and also reducing concrete cost by 9%. The major concern regarding the use of waste glass as supplementary cementitious materials are alkali content. It is concluded that alkali content within glasses should be limited to a maximum of 4%. This is why in this research two types of glasses were evaluated regarding to its alkali content - low alkali glass (<4%) and high alkali content glass (>4%).The material of interest is:
calcined clay",['supplementary cementitious material']
10.1016/j.conbuildmat.2015.07.048,"Extract information about the application of the given material.Possible applications include ['supplementary cementitious material', 'geopolymer', 'aggregate', 'fine aggregate', 'coarse aggregate', 'lightweight aggregate', 'clinker feedstock', 'aggregate feedstock', 'lightweight aggregate feedstock']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Contribution of acrylic fibre addition and ground granulated blast furnace slag on the properties of lightweight concrete
Abstract:
AbstractThe experimental investigation concerning the mechanical performance, drying shrinkage and residual strength upon heat exposure of acrylic fibre reinforced lightweight oil palm shell concrete (OPSC) containing ground granulated blast furnace slag (GGBS) is reported. The addition of 0.1% acrylic fibres in OPSC containing 20% GGBS was found to be the most effective in enhancing the tensile strength. The addition of acrylic fibres in OPSC was also found to reduce the 60-day drying shrinkage strains by up to 10% and improve the relative residual strength by up to 23%. Generally, the OPSC containing 20% GGBS had superior performance among the investigated hardened OPSC properties, except for the residual strength upon heat exposure, in which mixes with 70% GGBS achieved lower strength loss.The material of interest is:
blast furnace slag",['supplementary cementitious material']
